title,description,price,area,date,city,location
Terrain 900m² TF,"Détails du produitAu bord du le la route inter-etat (cotonou - bohicon), à hauteur de arconville, se trouve plusieurs grandes parcelles de 900m² avec titre foncier.

des zones stratégiques et commerciales, pouvant accueillir de projets de grandes envergures

documents : titre foncier",165000000,900,2024-02,arconville,"Rond Point Cité Arconville, RNIE 2, Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Parcelle 600m² ,"Détails du produitBelle opportunité inédite d'une parcelle à calavi aïtchédji avec tf ♨️

 localisation: parcelle située dans les rayons du grand carrefour aïtchedji et non loin du goudron bien clôturée avec portail.ans

 superficie : 600m²

 document :  titre foncier personnel

 prix forfaitaire : 23 millions fcf",23000000,600,2024-02,calavi,"Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Vente terrain 500m²  ,"Détails du produitNous mettons en vente une parcelle pour cause d'une situation d'urgence.
la parcelle a une superficie de 500m2 avec un ensemble de 2 tonnes de briques blanche , 3 tonnes de rouge une fosse septique déjà coulé et un voyage de sable de 6 roue. le tout à un prix de 3 millions a débattre légèrement
elle est située dans une fortement habiter et est en 5eme position de la grande voie passant par devant le commissariat et le centre de santé de tori-gare a 1 kilomètres environ du goudron.
@ une parcelle a vendre dans tori-gare a 400 m du goudron sur domaine tf a 3, millions a débattre légèrement  poteau électrique et zone bien habiter également",3000000,500,2024-02,abomey-calavi,"Abomey-Calavi, Atlantique, Bénin"
Parcelle 350m² ,"Détails du produit*a vendre*

*tori bossito*

*une parcelle recasée de 350 m² à tori bossito non loin de la  mairie en troisième position du goudrons.*

*prix : 4 millions à débattre*

 *",4000000,350,2024-02,tori,"Tori-Bossito, Atlantique, Bénin"
Terrain 9 hectares ,"Détails du produitÀ vendre 9 hectares avec tf au bord de la route des pêches de ouidah plage*

disponible à la ouidah plage , un grand domaine de 9 hectares à vendre avec titre foncier au bord de la route des pêches.

•superficie global : 11 hectares

•superficie en vente : 9 hectares

•documents : titre foncier 

•prix de vente : 120 millions négociables par hectare

nb1 : possibilité de vendre en détail 

nb2 : visite payante et sur rendez-vous",120000000,90000,2024-02,ouidah,"Ouidah, Atlantique, Bénin"
Terrain 500m²  ,"Détails du produitAdresse : kouhounou agla
20 x 25 = 500m2",15000000,500,2024-02,kouhounou,"En gros et en détail Poisson séché, Rue 9.100, Menontin, Zogbo, 9ème Arrondissement, Cotonou, Littoral, Bénin"
Terrain 400m²  ,"Détails du produitDisponible des lots de parcelle de superficie 400m² chacune avec titre foncier n°610 dans la commune d'akpro-missereté précisément a katagon ( allagba )
prix: 1.000.000f. possibilités de payer par tranche.",1000000,400,2024-02,porto-novo,"Djègan-Kpèvi, Porto-Novo, Ouémé, Bénin"
Terrain 350m² ,"Détails du produit*vente notariée*

      domaine tf

*mise en vente à ouedo dassekomey, une parcelle de superficie 350m² issue du morcellement tf*


courant disponible


prix de cession :2millions",2000000,350,2024-02,abomey-calavi,"Abomey-Calavi, Atlantique, Bénin"
Parcelle 621m²,"Détails du produitNous mettons en vente à  agla en face brigade  des moeurs,

en 3 ème position  des pavés, 
clôturée avec portail, 

contenant quelques constructions conservables, 

superficie : 621 m²

documents : attestation de recensement  + levé topographique  + convention 

prix: 45.000.000 f à revoir légèrement.

propriétaire vivant",40000000,622,2023-02,agla,"Agla, 13ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 310m²  ,"Détails du produitParcelle à vendre à dangbo honmè zone fortement habitable
superficie : 310 m2
prix: 2.500.000 f",2500000,310,2024-02,dangbo,"Place vodoun dan, Késsounou, Dangbo, Ouémé, Bénin"
Parcelles 2 lots ,"Détails du produit2 parcelles ensembles a vendre a sikecodji cotonou, en face de l'ambassade du togo.

- non loin du carrefour marina

superficies : 515m² et 542m²
document : tf personnel par parcelle
prix : 180 millions négociables pour les 2.",180000000,1057,2024-02,sikecodji cotonou,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 502m²  ,"Détails du produitNous mettons en vente une parcelle déjà clôturée d'une superficie de 502m² dans la von de l'arrondissement de ouèdo à 1km du goudron kpota-ouèdo. zone très accessible et viabilisée.
documents : convention de vente, levé topographique, numéro d'état de lieux et cadastral.
prix de cession : 9.500.000f négociable.
n.b: visite payante de 5.000f.",9500000,502,2024-02,kpota-ouèdo,None
Parcelles 400m² ,"Détails du produitOpportunités immobilières à zinvie agoledji abomey-calavi* 
 *vente d'un domaine de 5 hectares sur tf morcelé sur des parcelles de 400m² chacune avec titre foncier sécurisée tf à abomey-calavi* 
 *profitez dès maintenant de notre offre promotionnelle:  2.000.000f cfa*
ces parcelles sont à 1km des poteaux électriques et seulement à *2km du goudron marché ou carrefour centre de santé de zinvie ou église catholique st jean* !
 *elles se trouvent dans une zone en cours d'habitation , offrant un cadre idéal pour tout projet de construction résidentielle ou de location*
ne manquez pas cette opportunité",2000000,4000,2024-02,zinvié centre,"EPP Zinvié Centre A:B, RN 31, Zinvié, Abomey-Calavi, Atlantique, Bénin"
Terrain 2 lots ,"Détails du produit2 parcelles ensemble clôturée avec tf global à vendre à zoundja (vons en face tibilibi). 
superficie:* 325m2 325m2. documents :* tf  
prix :* 8.500.000fr/parcelle négociable légèrement. 
activez vos clients

parcelle à vendre à 200m de la voie pavé kérékou- carrefour satellite côté droit un peu avant tibilibi.  il y a un poteau à 30m de la parcelle*.  

superficie* 325m2 
documents* convention de vente, levée topographique 
prix* 8.000.000fr le reste avec le proprio
parcelles  bien située à ?vendre dans zoundja non loin de la clôture du camp militaire  de zou",8000000,400,2024-02,zoundia,None
Parcelle  350m² ,"Détails du produitAbomey-calavi ouedo*
*en vente a ouedo non loin du goudron 300m environ plusieurs parcelles de 350m avec des voies de 10m . domaine a un kilomètre environ du carrefour assrossa*
*superficie: 350m*
*document: tf(héritage)*

*prix: 7.000.000 négociable légèrement*

nb: *dossier chez notaire*",7000000,350,2024-02,abomey,"Abomey, Zou, Bénin"
Parcelle 499m² ,"Détails du produitParcelle bâtie en bordure des pavés de majestic a vendre a gbégamey, 3è position du carrefour benin petro, ex sonacop.
- un grand magasin de superficie 100m²
- 300m du nouveau goudron passant devant le nouveau marché de gbegamey.
- non loin du nouveau marché de gbegamey et majestic cadjehoun.
superficie : 499m²
document : titre foncier 
prix : 120 millions
proprietaire vivant.",120000000,500,2024-02,gbégamey,"Avenue Y. Eipe, Gbégamè 3, Gbegamey, 11ème Arrondissement, Cotonou, Littoral, Bénin"
Vente villa innachevée 5 pièces ,"Détails du produitSalut ! 
   j’espère que vous allez bien ???? 

nous mettons en vente une maison en finition à parakou au bénin précisément dans la zone de oré non loin du commissariat et le ceg de gueman sur une parcelle de 500 m2 à l’état des lieux composé de : 
 un salon 
 3 chambres 
 2 douches 
 1 cuisine 
1 arrière cour 
 une bonne cour devant 

prix forfaitaire de 7 millions

#dimimaïck
#benin
#maison
#appartement
#villa
#parakou
#maisonavendre",7000000,500,2024-02,parakou,"Boundarou, Kpébié, Parakou, Borgou, Bénin"
Parcelles 629m² ,"Détails du produitOpportunité à ne pas rater
nous mettons en vente deux parcelles clôturées ensemble d'une superficie totale de 629m² (324m² & 305m²) sise  à cotonou fidjrossè togbin plage fandji  route des pêches zone 2  précisément dans la rue de mr léandre houngbedji 
*documents disponibles sont : la convention de vente, le plan topographique et les reçus du recasement_*
*propriétaire est vivant",35000000,629,2024-02,fidjrossè togbin plage zone 2,"Fidjrossé, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Terrains 500m²  ,"Détails du produitNous mettons en vente un domaine morcelé sur 500m2 à adjagbo derrière l'usine de la bière libs,  le domaine est a l'état des lieux zone électrifiée et fortement habitée à 100m du goudron inter etat cotonou glo, possibilité de payer en plusieurs tranches. 

nb : l'acquéreur devra prévoir 5 % de son coté pour la commission",4000000,500,2024-02,abomey-calavi,"Abomey-Calavi, Atlantique, Bénin"
Terrain 315m²  ,"Détails du produitDisponible à kansounkpa un domaine de 5 hectares avec titre foncier global morcelé sur 315m2 au prix de 4.000.000 zone fortement habitée et électrifiée. 

nb : l'acquéreur devra prévoir 5 % de son coté.",4000000,315,2024-02,abomey-calavi kansounkpa,"Abomey-Calavi, Atlantique, Bénin"
Vente terrains 315 m2 ,"Détails du produitMise en vente en face de eden tv à glo un domaine morcelé sur 300m2 315m2 320m2 avec titre foncier global, possibilité de payer en plusieurs tranches.",3500000,315,2024-02,abomey - calavi,"Abomey-Calavi, Atlantique, Bénin"
Parcelle ,Détails du produitNous mettons en vente à calavi akassato commune d'abomey calavi et en face la maison du feu président général m. kérékou.,25000000,544,2024-02,calavi akassato,"Gandu house Benin, RNIE 2, Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Terrain 500 m² ,"Détails du produitL'agence immobilier ade house immobilier dispose d'un domaine à gbétagbo derrière l'usine de la bière libs, plusieurs parcelles de 500m2 à l'état des lieux zone électrifiée et fortement habitée à 200m du goudron inter etat cotonou glo djigbè,  possibilité de payer en plusieurs tranches, propriétaire vivant. 

nb: l'acquéreur devra prévoir 5 % de la commission de son côté.",3700000,500,2024-02,gbétagbo  abomey-calavi,"SK 62 GBETAGBO, RNIE 2, Yèvi, Zè Plaque, Tangbo, Abomey-Calavi, Atlantique, Bénin"
Terrain 432m² ,"Détails du produitOpportunité immobiliere 
parcelle très bien clôturée à vendre à cotonou akogbato dans la zone du bar la gabonaise

disponible en vente à cotonou akogbato, une parcelle de 432m² déjà recasée et bien clôturée comportant 3 fois chambres salon dans une zone sablonneuse et accessible non loin du pavé.
tp : reçu de recasement
propriétaire vivant

prix de vente : 25 millions fcfa
commission sur achat 5%",25000000,432,2024-02,cotonou,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 647m² ,"Détails du produitOpportunité immobiliere 
*parcelle a vendre a la zone des ambassades vers la mer* 

 *_nous mettons en vente dans la zone des ambassades une grande parcelle en angle de rues et non loin du brigade des mineurs vers la mer_*

superficie : 647 m²
 document :titre foncier 

*prix: 45.000.000f cfa* .",45000000,647,2024-02,zone des ambassades,"Benin Street, Barangay 86, Zone 8, Grace Park East, District 2, Caloocan, Northern Manila District, Metro Manila, 1405, Philippines
Benin Drug Store, Benin Street, Barangay 86, Zone 8, Grace Park East, District 2, Caloocan, Northern Manila District, Metro Manila, 1405, Philippines
Consulado Honorario de Benín, 300, Calle de Enrique Nvó, Los Ángeles, Santa Isabel, Malabo, Bioko Norte, Región Insular, Guinea Ecuatorial, Bénin"
Parcelle 500m² ,"Détails du produitToffa services met en vente un domaine de 07  parcelles de 500m2 chacune à zinvié hladja à 950.000f unité , poteau électrique devant le domaine._

_du côté opposé de ce même domaine , nous disposons un demi hectare à zinvié hladja à 4.500.000f,poteau électrique devant_

_acheter votre parcelle de 500m2 juste derrière ceg zinvié à 2.000.000f zone habitée_
*de bons dossiers*",950000,500,2024-02,calavi,"Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Vente villa  inachevé ,"Détails du produitBonjour 
il est mis en vente de façon urgente une villa r+1 inachevée à *djèkpota* arrondissement de godomey  commune d'abomey calavi proche du goudron
description :
 *396m2 recaser* ????
 *au rez : chambres salon sanitair 3, deux chambres salon sanitair duplex 1, deux grandes boutiques avec leurs douches*
*8 chambres et deux grandes salons avec débarras et véranda*
 *en haut un mini bar pour les fêtes une case pour chien et une grande paillotes*
*tous inachevée*
prix de session *150millions*
*nb*: tous les papiers sont à jour propriétaire vivant
nd",150000000,396,2024-02,djèkpota,"ABERME GBODJE DJEKPOTA, RNIE 1, Lobozounkpa, Agbocodji, Gbodjè, Abomey-Calavi, Atlantique, Bénin"
Parcelle 500m² ,"Détails du produit????opportunité ????
disponible immédiatement une parcelle clôturée avec une boutique et un puits à l'intérieur au milieu des constructions et même une villa à côté. cette parcelle est située à hevié denou à 1km environ du goudron.

superficie : 500m2 

documents : levé topographique et convention de vente .

prix : 4 millions négociable",4000000,500,2024-02,hevié denou,"Hêvié, Abomey-Calavi, Atlantique, Bénin"
Parcelles 1003m² ,"Détails du produitOpportunité immobilière à godomey boulangerie saint daniel*
2parcelle au bord du goudron avec tf à vendre à godomey
nous mettons en vente au bord du goudron à godomey non loin de la boulangerie saint daniel et du carrefour du ceg une grande parcelle.
superficie : *1003 m²*
document : titre foncier personnel
*prix : 150 millions lax lax lax*
nb: une rue de 10 mètres passe derrière la parcelle
nb: *le client a la possibilité de payer par tranche à cause de l'urgence*
*dossier direct de adonaï grâce*",150000000,1003,2024-02,godomey,"Godomey, Abomey-Calavi, Atlantique, Bénin"
Vente maison 3 pièces ,"Détails du produitUn super bien à courir pour prendre*nous mettons en vente à cotonou agla adjovigon,
une maison de 2 chambres salon sanitaire carreaux partout,
avec beaucoup d'espace vide pour servir à d'autres grands projets.
parcelle en angle de rue,
deux portails en allure sur les deux côtés.
le salon 15 m / 8
très vaste 
chaque chambre avec sa douche.
fondation : r+2
superficie : 350 m²
documents attestation de recasement + levé topographique + tf en cours.
prix : 35.000.000 f négociable.
propriétaire vivant",32000000,350,2024-02,agla adjovigon,"Agla, 13ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Parcelle 403m² ,"Détails du produitNous mettons en vente à godomey dans la von filao,

non loin des pavés,

une parcelle cloturée située

en angle de rue,

très accessible en toutes saisons

documents : attestation de recasement + levé topographique + convention de vente

superficie : 403 m2

prix: 22.000.000 f lax lax",22000000,4034,2024-02,godomey,"Godomey, Abomey-Calavi, Atlantique, Bénin"
Parcelles 390m²  ,"Détails du produitOpportunité de parcelle à vendre !
nous mettons en vente 
 *une belle proposition de parcelle à vendre dans la zone de l'ex *benin marche*
située  en 2ème position du goudron inter-etat
 echangeur godomey-stade de l'amitié
superficie totale : 390 m²
documents: attestation de recasement + levé topographique 
prix: 30.000.000 f négociable
venez vite",30000000,390,2024-02,godomey,"Godomey, Abomey-Calavi, Atlantique, Bénin"
Location  maison   ,"Détails du produitNous mettons en vente pour un propriétaire vivant à gbèdjromèdé,
une superbe maison locative,
cloturée avec portail,
dans une zone très accessible,
non loin de l'école de base,
rapport locatif mensuel : 210.000 f
superficie : 396 m²
documents : tf personnel + levé topographique
prix : 30.000.000 f
propriétaire vivant",30000000,396,2024-02,gbèdjromèdé,"Gbèdjromèdé 1, Dantokpa, 6ème Arrondissement, Cotonou, Littoral, Bénin"
Parcelles 660m² ,"Détails du produit_à vendre deux parcelles ensembles clôturées à togbin zone 3_ 
 _localisation_  les parcelles sont  situées en 4eme position du goudron route des pêches, dans une rue très accessible 

superficie totale : 660m²(voir levé ????????)

papiers : attestation de recasement

prix : 55 millions fcfa /parcelle",55000000,660,2024-02,cotonou fidjrossè,Consulat de l'Armenie au Bénin
Parcelle 322m² ,"Détails du produitParcelles de 322m² à vendre à akpakpa kpondehou en face du lycée technique au bord d'une grande voie de 20m.
propriétaire vivant",30000000,322,2024-02,akpakpa kpondehou,"Imoro, Ikpinlè, Adja-Ouèrè, Plateau, Bénin"
Parcelle 865 m² ,"Détails du produitPour vous qui cherchez réellement dans la ville de cotonou une parcelle de grande superficie, en voici une avec tf personnel
gbedjromede grande superficie 865m2
nous mettons en vente une parcelle de superficie *865m2*  en *3* *ème position des pavés* carrefour vodafone pour carrefour j'adore.
je précise que les pavés sont aussi devant la maison.
documents
titre foncier personnel
prix non discutable je précise
110.000.000 fr cfa
cent dix millions de fr cfa
vidéo disponible
frais de 5000 obligatoire
tous les documents sont avec nous  actuellement
l'acquéreur devra bien libérer une commissio",110000000,865,2024-02,gbèdjromèdé,"Gbèdjromèdé 1, Dantokpa, 6ème Arrondissement, Cotonou, Littoral, Bénin"
